model,material,numSamples,algorithm,metric,n_neighbors,weights,Accuracy,F1,Precision,Recall,AUC,mean_fit_time,std_fit_time,mean_score_time,std_score_time
KNearestNeighbors,iron,120,ball_tree,euclidean,3,distance,0.9952081461515425,0.9952081461515425,0.9952081461515425,0.9952081461515425,0.9986845010765606,1.4372207164764403,0.05068600602940422,68.34096856117249,2.4391590038654978
KNearestNeighbors,iron,120,ball_tree,euclidean,6,uniform,0.9880503144654089,0.9880503144654089,0.9880503144654089,0.9880503144654089,0.9990231017117346,1.4797909736633301,0.06601568710840604,73.11686539649963,0.8689112640806469
KNearestNeighbors,iron,120,ball_tree,euclidean,6,distance,0.9938903863432167,0.9938903863432167,0.9938903863432167,0.9938903863432167,0.9991284325248904,1.4374616146087646,0.05289607653604941,71.11164174079894,0.6209395685240346
KNearestNeighbors,iron,120,ball_tree,euclidean,9,uniform,0.9829889188379755,0.9829889188379755,0.9829889188379755,0.9829889188379755,0.9990398218709624,1.4489384651184083,0.054463848633928204,75.92666416168213,2.51593651528772
KNearestNeighbors,iron,120,ball_tree,euclidean,9,distance,0.9915543575920933,0.9915543575920933,0.9915543575920933,0.9915543575920933,0.9993084478944333,1.3722849369049073,0.0788667230635543,73.7937695980072,1.2856967298717525
KNearestNeighbors,iron,120,ball_tree,euclidean,12,uniform,0.978796046720575,0.978796046720575,0.978796046720575,0.978796046720575,0.998960978121872,1.396974802017212,0.06068200383553288,78.3354163646698,2.032227432530093
KNearestNeighbors,iron,120,ball_tree,euclidean,12,distance,0.990356394129979,0.990356394129979,0.990356394129979,0.990356394129979,0.9994691201373849,1.4254612445831298,0.06428323063124702,76.41332907676697,1.367220598002453
KNearestNeighbors,iron,120,ball_tree,euclidean,15,uniform,0.9725067385444743,0.9725067385444743,0.9725067385444743,0.9725067385444743,0.9988715288884485,1.3858197689056397,0.09997706574178508,81.01245527267456,1.06466983735161
KNearestNeighbors,iron,120,ball_tree,euclidean,15,distance,0.9882599580712788,0.9882599580712788,0.9882599580712788,0.9882599580712788,0.9996196921185643,1.4199604988098145,0.025452623024629778,79.5631185054779,1.818216494222429
KNearestNeighbors,iron,120,ball_tree,euclidean,18,uniform,0.9678047319556752,0.9678047319556752,0.9678047319556752,0.9678047319556752,0.998631396774363,1.4402859210968018,0.037402818591223144,83.81823906898498,0.47663907500663205
KNearestNeighbors,iron,120,ball_tree,euclidean,18,distance,0.9864630128781071,0.9864630128781071,0.9864630128781071,0.9864630128781071,0.9996401463449758,1.4001862049102782,0.07864270098053369,81.38438220024109,1.594069963825092
KNearestNeighbors,iron,120,ball_tree,euclidean,21,uniform,0.9647798742138365,0.9647798742138365,0.9647798742138365,0.9647798742138365,0.9983664757744333,1.4435335636138915,0.04149036959075788,83.82138357162475,1.4275120371470904
KNearestNeighbors,iron,120,ball_tree,euclidean,21,distance,0.9844564240790655,0.9844564240790655,0.9844564240790655,0.9844564240790655,0.9996267443688167,1.4438422203063965,0.05646422911323926,83.24435410499572,1.7390469284300574
KNearestNeighbors,iron,120,ball_tree,euclidean,24,uniform,0.9622042527702905,0.9622042527702905,0.9622042527702905,0.9622042527702905,0.9981111462843341,1.342642593383789,0.09717873199414373,85.87780151367187,2.0048651844410212
KNearestNeighbors,iron,120,ball_tree,euclidean,24,distance,0.9832584606169512,0.9832584606169512,0.9832584606169512,0.9832584606169512,0.9996262384045936,1.3442153453826904,0.0694114827960615,84.17388195991516,1.4034816341114602
KNearestNeighbors,iron,120,ball_tree,euclidean,27,uniform,0.9598981731057205,0.9598981731057205,0.9598981731057205,0.9598981731057205,0.9978002202414122,1.42805757522583,0.030708605647765737,87.71553907394409,2.1197347228102887
KNearestNeighbors,iron,120,ball_tree,euclidean,27,distance,0.9817310572027553,0.9817310572027553,0.9817310572027553,0.9817310572027553,0.9996071459345013,1.4839783668518067,0.10230763081921247,85.5516125202179,0.6195066704450459
KNearestNeighbors,iron,120,ball_tree,euclidean,30,uniform,0.9555555555555555,0.9555555555555555,0.9555555555555555,0.9555555555555555,0.9974786757997072,1.4367446899414062,0.0751620288039083,89.29309363365174,1.6114891370872895
KNearestNeighbors,iron,120,ball_tree,euclidean,30,distance,0.980263551961665,0.980263551961665,0.980263551961665,0.980263551961665,0.9995883474754619,1.3782430648803712,0.0545102739690559,87.2300341129303,2.206569211578056
KNearestNeighbors,iron,120,ball_tree,manhattan,3,uniform,0.9983228511530398,0.9983228511530398,0.9983228511530398,0.9983228511530398,0.9998466319238748,1.4009927272796632,0.03712816384675578,75.82027230262756,1.1074847083494774
KNearestNeighbors,iron,120,ball_tree,manhattan,3,distance,0.9988619347109914,0.9988619347109914,0.9988619347109914,0.9988619347109914,0.9998494257240844,1.4004472255706788,0.07032906739540888,75.03887557983398,1.6773941633023752
