model,material,numSamples,algorithm,metric,n_neighbors,weights,Accuracy,F1,Precision,Recall,AUC,mean_fit_time,std_fit_time,mean_score_time,std_score_time
KNearestNeighbors,copper,240,kd_tree,minkowski,6,distance,1.0,1.0,1.0,1.0,1.0,5.599865341186524,0.5903324961525,15.151229619979858,1.3157885481828857
KNearestNeighbors,copper,240,kd_tree,minkowski,9,uniform,1.0,1.0,1.0,1.0,1.0,4.883739757537842,0.23569752283552475,17.700397348403932,0.2788531451732698
KNearestNeighbors,copper,240,kd_tree,minkowski,9,distance,1.0,1.0,1.0,1.0,1.0,5.509539270401001,0.5925093472719017,15.5307053565979,0.3713456513289948
KNearestNeighbors,copper,240,kd_tree,minkowski,12,uniform,1.0,1.0,1.0,1.0,1.0,5.085363388061523,0.3283659767529055,17.760116052627563,0.8175641881885448
KNearestNeighbors,copper,240,kd_tree,minkowski,12,distance,1.0,1.0,1.0,1.0,1.0,4.161083984375,0.16973804635062392,16.496126413345337,0.14111675069515978
KNearestNeighbors,copper,240,kd_tree,minkowski,15,uniform,1.0,1.0,1.0,1.0,1.0,4.822299861907959,0.1383051644610909,18.88392267227173,0.6309744015082261
KNearestNeighbors,copper,240,kd_tree,minkowski,15,distance,1.0,1.0,1.0,1.0,1.0,4.539737701416016,0.2859099240727027,16.881952476501464,0.3863097517739703
KNearestNeighbors,copper,240,kd_tree,minkowski,18,uniform,1.0,1.0,1.0,1.0,1.0,4.004447746276855,0.13774049314566925,20.987986946105956,0.3710092601915586
KNearestNeighbors,copper,240,kd_tree,minkowski,18,distance,1.0,1.0,1.0,1.0,1.0,4.535829257965088,0.2780740661473973,18.67517375946045,0.7267544574419822
KNearestNeighbors,copper,240,kd_tree,minkowski,21,uniform,0.9998883928571429,0.9998883928571429,0.9998883928571429,0.9998883928571429,1.0,4.737429666519165,0.12585540095671893,21.81390314102173,0.5571002913898052
KNearestNeighbors,copper,240,kd_tree,minkowski,21,distance,1.0,1.0,1.0,1.0,1.0,4.2216901779174805,0.3123715186507746,20.321632432937623,0.41503501069341314
KNearestNeighbors,copper,240,kd_tree,minkowski,24,uniform,0.9995982142857143,0.9995982142857143,0.9995982142857143,0.9995982142857143,0.9999992971385376,4.1396537780761715,0.26305050169568955,23.39345555305481,0.7037849276554491
KNearestNeighbors,copper,240,kd_tree,minkowski,24,distance,1.0,1.0,1.0,1.0,1.0,4.494867753982544,0.20914537819990467,21.28169083595276,0.5785902016798544
KNearestNeighbors,copper,240,kd_tree,minkowski,27,uniform,0.9995089285714286,0.9995089285714286,0.9995089285714286,0.9995089285714286,0.9999979367615136,4.506359577178955,0.13210153970821065,24.72430477142334,0.23898273804142275
KNearestNeighbors,copper,240,kd_tree,minkowski,27,distance,1.0,1.0,1.0,1.0,1.0,4.427436447143554,0.15403463301321108,22.410052061080933,0.785910888429277
KNearestNeighbors,copper,240,kd_tree,minkowski,30,uniform,0.9991964285714285,0.9991964285714285,0.9991964285714285,0.9991964285714285,0.9999970525164482,4.704889822006225,0.28372160312486244,25.193823099136353,0.4990255520431042
KNearestNeighbors,copper,240,kd_tree,minkowski,30,distance,1.0,1.0,1.0,1.0,1.0,4.497995185852051,0.33224562601182533,22.986253213882446,0.6048986186096503
KNearestNeighbors,copper,240,kd_tree,euclidean,3,uniform,1.0,1.0,1.0,1.0,1.0,4.08234977722168,0.3035376411571924,10.200668907165527,0.1905193467010561
KNearestNeighbors,copper,240,kd_tree,euclidean,3,distance,1.0,1.0,1.0,1.0,1.0,4.478420972824097,0.18911647045142765,8.810595941543578,0.16895544514492736
KNearestNeighbors,copper,240,kd_tree,euclidean,6,uniform,1.0,1.0,1.0,1.0,1.0,4.599211692810059,0.23615544829246682,14.179641389846802,0.1597269660748732
KNearestNeighbors,copper,240,kd_tree,euclidean,6,distance,1.0,1.0,1.0,1.0,1.0,4.378462457656861,0.1850470015806522,12.286192798614502,0.3981868421973385
KNearestNeighbors,copper,240,kd_tree,euclidean,9,uniform,1.0,1.0,1.0,1.0,1.0,3.6870534420013428,0.19788394814667473,16.2532039642334,0.4220468614036061
KNearestNeighbors,copper,240,kd_tree,euclidean,9,distance,1.0,1.0,1.0,1.0,1.0,4.067215776443481,0.2272492609661484,13.833309030532837,0.7975844078247211
KNearestNeighbors,copper,240,kd_tree,euclidean,12,uniform,1.0,1.0,1.0,1.0,1.0,4.00606484413147,0.5469530774496132,17.693632411956788,0.5495586503057165
KNearestNeighbors,copper,240,kd_tree,euclidean,12,distance,1.0,1.0,1.0,1.0,1.0,4.3644670963287355,0.4176974915778299,15.60542278289795,0.568645998326802
KNearestNeighbors,copper,240,kd_tree,euclidean,15,uniform,1.0,1.0,1.0,1.0,1.0,4.29979395866394,0.39136379768166624,18.8879967212677,0.30357737577742633
KNearestNeighbors,copper,240,kd_tree,euclidean,15,distance,1.0,1.0,1.0,1.0,1.0,4.317225980758667,0.165397375505075,17.3149685382843,0.11328427256191356
KNearestNeighbors,copper,240,kd_tree,euclidean,18,uniform,1.0,1.0,1.0,1.0,1.0,4.453119373321533,0.13661632493730583,20.388950061798095,0.412517375022685
KNearestNeighbors,copper,240,kd_tree,euclidean,18,distance,1.0,1.0,1.0,1.0,1.0,4.5470293998718265,0.16819546537500837,18.323350048065187,0.2752141589367776
KNearestNeighbors,copper,240,kd_tree,euclidean,21,uniform,0.9998883928571429,0.9998883928571429,0.9998883928571429,0.9998883928571429,1.0,4.232647323608399,0.2755383238419727,21.984151458740236,0.20080410099801482
KNearestNeighbors,copper,240,kd_tree,euclidean,21,distance,1.0,1.0,1.0,1.0,1.0,4.456766033172608,0.31667039625757043,19.84627785682678,0.5140792869644867
KNearestNeighbors,copper,240,kd_tree,euclidean,24,uniform,0.9995982142857143,0.9995982142857143,0.9995982142857143,0.9995982142857143,0.9999992971385376,4.213094902038574,0.33124304414315947,23.25700831413269,0.4192925033392031
KNearestNeighbors,copper,240,kd_tree,euclidean,24,distance,1.0,1.0,1.0,1.0,1.0,4.268802881240845,0.1893013748012334,21.526924562454223,0.4176993529942883
KNearestNeighbors,copper,240,kd_tree,euclidean,27,uniform,0.9995089285714286,0.9995089285714286,0.9995089285714286,0.9995089285714286,0.9999979367615136,4.5361137866973875,0.3243280498565351,24.217521333694457,0.2231265813392025
KNearestNeighbors,copper,240,kd_tree,euclidean,27,distance,1.0,1.0,1.0,1.0,1.0,4.576412200927734,0.28670652378615313,22.855408096313475,0.5627253621927099
KNearestNeighbors,copper,240,kd_tree,euclidean,30,uniform,0.9991964285714285,0.9991964285714285,0.9991964285714285,0.9991964285714285,0.9999970525164482,4.454942655563355,0.20759596590797594,26.189276504516602,0.6545174936368228
KNearestNeighbors,copper,240,kd_tree,euclidean,30,distance,1.0,1.0,1.0,1.0,1.0,4.705499124526978,0.20580480321023764,25.26228275299072,0.5336417981018714
KNearestNeighbors,copper,240,kd_tree,manhattan,3,uniform,1.0,1.0,1.0,1.0,1.0,4.416191577911377,0.1798522610422611,13.536748695373536,0.65351066294827
KNearestNeighbors,copper,240,kd_tree,manhattan,3,distance,1.0,1.0,1.0,1.0,1.0,5.018411636352539,0.27595669023514857,12.524107742309571,0.44489941709502784
KNearestNeighbors,copper,240,kd_tree,manhattan,6,uniform,1.0,1.0,1.0,1.0,1.0,4.914073038101196,0.12084484182700302,21.922448921203614,0.5990601484201785
KNearestNeighbors,copper,240,kd_tree,manhattan,6,distance,1.0,1.0,1.0,1.0,1.0,5.095031976699829,0.30310403143144965,20.7452073097229,0.4288513314769266
KNearestNeighbors,copper,240,kd_tree,manhattan,9,uniform,1.0,1.0,1.0,1.0,1.0,5.64758448600769,0.2900362656414668,24.366516208648683,0.44280679565275677
KNearestNeighbors,copper,240,kd_tree,manhattan,9,distance,1.0,1.0,1.0,1.0,1.0,5.1358832836151125,0.39635192368010996,22.72123498916626,0.8182756278883777
KNearestNeighbors,copper,240,kd_tree,manhattan,12,uniform,1.0,1.0,1.0,1.0,1.0,4.766927099227905,0.18244799475076054,27.277373790740967,0.64900785935916
KNearestNeighbors,copper,240,kd_tree,manhattan,12,distance,1.0,1.0,1.0,1.0,1.0,5.767079496383667,0.415177346128867,24.437818908691405,0.928505645901011
KNearestNeighbors,copper,240,kd_tree,manhattan,15,uniform,1.0,1.0,1.0,1.0,1.0,5.787385940551758,0.2362151588056593,28.432769107818604,0.8521194459875296
KNearestNeighbors,copper,240,kd_tree,manhattan,15,distance,1.0,1.0,1.0,1.0,1.0,5.390663814544678,0.3140006862527314,27.130209589004515,1.0012349163567331
KNearestNeighbors,copper,240,kd_tree,manhattan,18,uniform,1.0,1.0,1.0,1.0,1.0,5.466018486022949,0.5288543510415898,30.769260454177857,1.042111473253593
KNearestNeighbors,copper,240,kd_tree,manhattan,18,distance,1.0,1.0,1.0,1.0,1.0,5.744014167785645,0.3583143546633963,28.54039387702942,0.6640425855958716
