model,material,numSamples,activation,alpha,hidden_layer_sizes,learning_rate,max_iter,Accuracy,F1,Precision,Recall,AUC,mean_fit_time,std_fit_time,mean_score_time,std_score_time
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",invscaling,500,0.9129380053908356,0.9129380053908356,0.9129380053908356,0.9129380053908356,0.990618423390328,118.146932888031,16.672009301233626,0.3495452404022217,0.010835815434724555
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",invscaling,600,0.9184486373165619,0.9184486373165619,0.9184486373165619,0.9184486373165619,0.9909550259147413,119.8129533290863,8.957546747246408,0.37515873908996583,0.020367832172263706
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",invscaling,700,0.9134471398622344,0.9134471398622344,0.9134471398622344,0.9134471398622344,0.9895361396340041,104.53175120353698,28.54395807456315,0.3589632034301758,0.024905550183704273
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",invscaling,800,0.9144055106319258,0.9144055106319258,0.9144055106319258,0.9144055106319258,0.989309139585339,108.16238632202149,25.305378774409757,0.3982140064239502,0.054799837173349505
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",invscaling,900,0.9146750524109015,0.9146750524109015,0.9146750524109015,0.9146750524109015,0.9914465153674404,145.60926642417908,37.46242407073818,0.3526371955871582,0.01634480563329404
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",invscaling,1000,0.9110212638514525,0.9110212638514525,0.9110212638514525,0.9110212638514525,0.9893159848811426,111.24235515594482,35.38172373824789,0.3438865661621094,0.0039030444269009847
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",adaptive,100,0.9220425277029051,0.9220425277029051,0.9220425277029051,0.9220425277029051,0.9901737611587542,108.4323293209076,3.497935286207825,0.37965803146362304,0.01668364323466307
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",adaptive,200,0.9212039532794251,0.9212039532794251,0.9212039532794251,0.9212039532794251,0.9898456264275275,111.58631954193115,25.698498966714048,0.3674931049346924,0.008690405034952725
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",adaptive,300,0.9141958670260557,0.9141958670260557,0.9141958670260557,0.9141958670260557,0.9897520905825065,120.44155349731446,27.788212524585415,0.38544740676879885,0.034739287439707285
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",adaptive,400,0.9169212339023659,0.9169212339023659,0.9169212339023659,0.9169212339023659,0.9903765839463647,120.91753005981445,25.908127944111754,0.3968546390533447,0.022653683752066892
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",adaptive,500,0.9045822102425877,0.9045822102425877,0.9045822102425877,0.9045822102425877,0.9879047788157589,109.11433839797974,35.528277988858235,0.40954227447509767,0.055943468216765865
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",adaptive,600,0.915843066786463,0.915843066786463,0.915843066786463,0.915843066786463,0.9907757585194862,140.46989040374757,18.131369563442856,0.36953372955322267,0.03894248224541176
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",adaptive,700,0.9224019167415396,0.9224019167415396,0.9224019167415396,0.9224019167415396,0.9901814778725389,133.1287176132202,15.338126641253895,0.3769622802734375,0.026845783683221436
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",adaptive,800,0.9066786463012878,0.9066786463012878,0.9066786463012878,0.9066786463012878,0.9878351627986712,92.19075622558594,14.794700713749004,0.39775815010070803,0.03466706852604323
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",adaptive,900,0.9036837376460017,0.9036837376460017,0.9036837376460017,0.9036837376460017,0.9876980260851116,104.72178626060486,19.25302020633338,0.35610184669494627,0.013895230522295719
NeuralNetwork,iron,240,identity,0.0001,"(100, 100)",adaptive,1000,0.9191973644803835,0.9191973644803835,0.9191973644803835,0.9191973644803835,0.9904424299625008,110.29620532989502,11.608718603968082,0.354430627822876,0.01739474000308829
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",constant,100,0.9120395327942497,0.9120395327942497,0.9120395327942497,0.9120395327942497,0.9889899292740237,109.81396431922913,28.56976074323215,0.4126396656036377,0.02561865602825234
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",constant,200,0.9215333932315064,0.9215333932315064,0.9215333932315064,0.9215333932315064,0.9905358330786861,163.23619475364686,55.70112878976997,0.39267616271972655,0.014553986324143219
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",constant,300,0.8982330038933813,0.8982330038933813,0.8982330038933813,0.8982330038933813,0.9894006115977193,142.25231022834777,16.226950755498024,0.3826505184173584,0.006160628125924833
NeuralNetwork,iron,240,identity,0.0001,"(100, 100, 100)",constant,400,0.9061395627433363,0.9061395627433363,0.9061395627433363,0.9061395627433363,0.9893026892127634,138.23084964752198,27.851867441995655,0.39431285858154297,0.02119098347705022
