model,material,numSamples,cache_size,degree,kernel,Accuracy,F1,Precision,Recall,mean_fit_time,std_fit_time,mean_score_time,std_score_time
SupportVectorMachine,copper,240,1000,1,rbf,0.9897767857142856,0.9897767857142856,0.9897767857142856,0.9897767857142856,126.8746202468872,3.4014949006419553,29.8924521446228,1.4009026256083545
SupportVectorMachine,copper,240,1000,1,sigmoid,0.979642857142857,0.979642857142857,0.979642857142857,0.979642857142857,331.8783248901367,4.715731717653325,51.74711794853211,2.929491868429793
SupportVectorMachine,copper,240,1000,2,linear,0.9974999999999999,0.9974999999999999,0.9974999999999999,0.9974999999999999,61.05780324935913,1.2407274730260576,5.173715734481812,0.8662788766847541
SupportVectorMachine,copper,240,1000,2,poly,0.9936830357142856,0.9936830357142856,0.9936830357142856,0.9936830357142856,113.26247763633728,4.94921942787358,17.368731212615966,0.41423222374615604
SupportVectorMachine,copper,240,1000,2,rbf,0.9897767857142856,0.9897767857142856,0.9897767857142856,0.9897767857142856,134.9726719379425,1.8079994294562063,28.961210203170776,1.6149749160756244
SupportVectorMachine,copper,240,1000,2,sigmoid,0.979642857142857,0.979642857142857,0.979642857142857,0.979642857142857,324.2317455291748,3.2570468700791033,53.284253454208375,3.8035721051112175
SupportVectorMachine,copper,240,1000,3,linear,0.9974999999999999,0.9974999999999999,0.9974999999999999,0.9974999999999999,56.661514616012575,1.6226665001036171,4.657293081283569,1.0093349387985087
SupportVectorMachine,copper,240,1000,3,poly,0.99578125,0.99578125,0.99578125,0.99578125,75.16099467277527,3.107453385901249,10.079152297973632,1.6601722616230017
SupportVectorMachine,copper,240,1000,3,rbf,0.9897767857142856,0.9897767857142856,0.9897767857142856,0.9897767857142856,132.5659278869629,3.6504539254399293,28.92509779930115,0.9401823918390255
SupportVectorMachine,copper,240,1000,3,sigmoid,0.979642857142857,0.979642857142857,0.979642857142857,0.979642857142857,320.8949522972107,10.7346050560424,52.24261837005615,1.23920849120579
SupportVectorMachine,copper,240,1000,4,linear,0.9974999999999999,0.9974999999999999,0.9974999999999999,0.9974999999999999,57.36764278411865,2.364082963137369,5.526992845535278,1.5034045365305873
SupportVectorMachine,copper,240,1000,4,poly,0.9976339285714285,0.9976339285714285,0.9976339285714285,0.9976339285714285,56.77376337051392,2.8296389937560353,3.866731357574463,0.3126489322482615
SupportVectorMachine,copper,240,1000,4,rbf,0.9897767857142856,0.9897767857142856,0.9897767857142856,0.9897767857142856,128.17440395355226,9.176526675062815,26.504454326629638,1.4565156303221263
SupportVectorMachine,copper,240,1000,4,sigmoid,0.979642857142857,0.979642857142857,0.979642857142857,0.979642857142857,319.5790966510773,5.515187964495701,35.81314764022827,1.7106878328774906
SupportVectorMachine,copper,240,1000,5,linear,0.9974999999999999,0.9974999999999999,0.9974999999999999,0.9974999999999999,57.382623291015626,3.0279246466376417,4.9845798969268795,0.7644543864726947
SupportVectorMachine,copper,240,1000,5,poly,0.9993080357142856,0.9993080357142856,0.9993080357142856,0.9993080357142856,43.66522088050842,2.012557484944793,2.526743698120117,0.5046438563887956
SupportVectorMachine,copper,240,1000,5,rbf,0.9897767857142856,0.9897767857142856,0.9897767857142856,0.9897767857142856,120.35122275352478,2.1474416642221152,30.763391399383544,13.061503792912882
SupportVectorMachine,copper,240,1000,5,sigmoid,0.979642857142857,0.979642857142857,0.979642857142857,0.979642857142857,193.2724247932434,8.18643672939189,13.956892347335815,1.5173037298560295
