Model Name,learningRate,downScaleFactor,numEpochs,batchSize,Epoch,D Loss,G Loss,Img ID
GenerativeAdversarialNetwork,0.0001,20,100,45,40,0.6923989653587341,0.0037221559323370457,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,41,0.6928732395172119,0.0034231485333293676,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,42,0.6927438974380493,0.0033710822463035583,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,43,0.6915327310562134,0.0034240293316543102,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,44,0.6937183737754822,0.0029071541503071785,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,45,0.6933804154396057,0.00403654295951128,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,46,0.6924616098403931,0.0029507994186133146,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,47,0.6930274963378906,0.0033100065775215626,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,48,0.6934220194816589,0.0028586871922016144,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,49,0.6932203769683838,0.002844142494723201,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,50,0.6921057105064392,0.002816838910803199,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,51,0.6925216913223267,0.0026545447763055563,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,52,0.6921769380569458,0.0027429345063865185,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,53,0.6939055919647217,0.0017444457625970244,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,54,0.6930946707725525,0.0019236382795497775,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,55,0.6926677227020264,0.0021404463332146406,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,56,0.6938749551773071,0.002485963050276041,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,57,0.6928712129592896,0.0029576397500932217,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,58,0.6932044625282288,0.0029506634455174208,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,59,0.6931880116462708,0.0028900725301355124,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,60,0.6932916045188904,0.0024180319160223007,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,61,0.6928333044052124,0.003880587173625827,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,62,0.6927857398986816,0.0020665719639509916,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,63,0.6922811269760132,0.002292298711836338,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,64,0.6934314370155334,0.0037144941743463278,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,65,0.6931728720664978,0.0021467553451657295,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,66,0.6935240030288696,0.002659264951944351,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,67,0.6931369304656982,0.002600017935037613,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,68,0.6933724880218506,0.003254540730267763,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,69,0.6925095915794373,0.003449632553383708,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,70,0.6928512454032898,0.0024626823142170906,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,71,0.692987322807312,0.0025005044881254435,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
